업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,동이생고기,"충청북도 청주시 상당구 단재로 320-2, 1층 (방서동)",충청북도 청주시 상당구 방서동 271-15 1층 ,043 -284 -1003,한식
일반음식점,버거바(BURGERBAR),"충청북도 청주시 상당구 단재로 320-3, 1층 (방서동)",충청북도 청주시 상당구 방서동 271-2 ,,경양식
일반음식점,마라순코우 청주점,"충청북도 청주시 상당구 단재로 320-3, 1층 (방서동)",충청북도 청주시 상당구 방서동 271-2 1층 ,043 -715 -8801,중국식
일반음식점,하부,"충청북도 청주시 상당구 단재로 328-12, 1층 101호 (방서동)",충청북도 청주시 상당구 방서동 276-3 ,043 -262 -5882,횟집
일반음식점,해맑음,"충청북도 청주시 상당구 단재로 328-1, 1층 (방서동)",충청북도 청주시 상당구 방서동 276-3 1층 ,043 -288 -9188,경양식
일반음식점,뽕나무한그루(주)충북체육회관점,"충청북도 청주시 상당구 단재로317번길 59-9, 1층 (방서동)",충청북도 청주시 상당구 방서동 38-7 1층 ,043 -234 -7111,기타
일반음식점,대패고집,"충청북도 청주시 상당구 단재로 340-3, 1층 (방서동)",충청북도 청주시 상당구 방서동 45-24 ,043 -288 -3403,식육(숯불구이)
일반음식점,성화왕족발,"충청북도 청주시 상당구 단재로 340-3, 1층 (방서동)",충청북도 청주시 상당구 방서동 45-24 1층 ,043 -288 -1929,식육(숯불구이)
일반음식점,가마솥투뿔곰탕양곰탕,충청북도 청주시 상당구 단재로317번길 13 (방서동),충청북도 청주시 상당구 방서동 53-7 (1층) , 043-298 -6788,한식
일반음식점,청원정,"충청북도 청주시 상당구 단재로293번길 26, 1층 (방서동)",충청북도 청주시 상당구 방서동 63-5 1층 ,,한식
일반음식점,임지훈의시골생고기,"충청북도 청주시 상당구 단재로 342-1, 미소빌딩 103호 (방서동)",충청북도 청주시 상당구 방서동 642-4 103호,,한식
일반음식점,맘스터치방서지구점,"충청북도 청주시 상당구 2순환로2031번길 6-20, 1층 105호 (방서동)",충청북도 청주시 상당구 방서동 644-108 ,043 -284 -3300,분식
일반음식점,용우동방서점,"충청북도 청주시 상당구 2순환로2031번길 6-20, 1층 101호 (방서동)",충청북도 청주시 상당구 방서동 644-108 ,,한식
일반음식점,처갓집양념치킨 방서지구점,"충청북도 청주시 상당구 2순환로 2031, 상가동 1층 105호 (방서동, 청주 하트리움 리버파크)",충청북도 청주시 상당구 방서동 644-54 청주 하트리움 리버파크 상가동 105호,043 -282 -9287,호프/통닭
일반음식점,자담치킨,"충청북도 청주시 상당구 2순환로 2031, 1층 108호 (방서동, 청주 하트리움 리버파크)",충청북도 청주시 상당구 방서동 644-54 청주 하트리움 리버파크 상가동 108호,043 -295 -3335,호프/통닭
일반음식점,본죽&비빔밥,"충청북도 청주시 상당구 2순환로2031번길 12-6, 1층 101호 (방서동)",충청북도 청주시 상당구 방서동 644-9 ,043 -298 -7204,한식
일반음식점,방서생고깃집,"충청북도 청주시 상당구 2순환로2031번길 12-6, 1층 103호 (방서동)",충청북도 청주시 상당구 방서동 644-9 ,,식육(숯불구이)
일반음식점,무모한초밥동남지구점,"충청북도 청주시 상당구 월평로 258, 1층 107호 (방서동)",충청북도 청주시 상당구 방서동 646-6 ,043 -286 -0100,일식
일반음식점,더가든,"충청북도 청주시 상당구 월평로 258, 5층 501,502호 (방서동)","충청북도 청주시 상당구 방서동 646-6 5층 501,502호 ",043 -298 -2989,경양식
일반음식점,멍삼이네,"충청북도 청주시 상당구 동남로41번길 20, 2층 202호 (방서동)",충청북도 청주시 상당구 방서동 646-72 ,,한식
일반음식점,식껍,"충청북도 청주시 상당구 동남로41번길 20, 1층 111호 (방서동)",충청북도 청주시 상당구 방서동 646-72 ,,식육(숯불구이)
일반음식점,김호권의청년어부(청주동남지구점),"충청북도 청주시 상당구 동남로41번길 20, 1층 110호 (방서동)",충청북도 청주시 상당구 방서동 646-72 ,,일식
일반음식점,왕천파닭 방서.지북.효촌점,"충청북도 청주시 상당구 단재로 312, 143동 1층 107호 (방서동, 방서중흥에스클래스)",충청북도 청주시 상당구 방서동 653 방서중흥에스클래스 ,043 -292 -6664,호프/통닭
일반음식점,노랑통닭방서점,"충청북도 청주시 상당구 단재로 312, 142동 1층 112호 (방서동, 방서중흥에스클래스)",충청북도 청주시 상당구 방서동 653 방서중흥에스클래스 142동 112호,043 -292 -6295,호프/통닭
일반음식점,국민닭강정,"충청북도 청주시 상당구 단재로 312, 상가 141동 1층 102호 (방서동, 방서중흥에스클래스)",충청북도 청주시 상당구 방서동 653 방서중흥에스클래스 상가 141동 102호,043 -903 -0033,호프/통닭
일반음식점,돈까스짱 청주단재점,"충청북도 청주시 상당구 단재로 312, 상가142동 1층 119호 (방서동, 방서중흥에스클래스)",충청북도 청주시 상당구 방서동 653 방서중흥에스클래스 상가142동 119호,043 -287 -7308,경양식
일반음식점,청담동말자싸롱청주방서점,"충청북도 청주시 상당구 단재로 312, 상가142동 1층 117호 (방서동, 방서중흥에스클래스)",충청북도 청주시 상당구 방서동 653 방서중흥에스클래스 상가142동 1층 117호 ,,호프/통닭
일반음식점,봉구비어(청주방서지구점),"충청북도 청주시 상당구 단재로 312, 143동 1층 105호 (방서동, 방서중흥에스클래스)",충청북도 청주시 상당구 방서동 653 방서중흥에스클래스상가동 143동 105호,043 -288 -1637,호프/통닭
일반음식점,훈이네고깃집,"충청북도 청주시 상당구 단재로 316, 상가1동 1층 120호 (방서동, 청주센트럴자이)",충청북도 청주시 상당구 방서동 654 청주센트럴자이 상가1동 120호,,식육(숯불구이)
일반음식점,방서분식,"충청북도 청주시 상당구 2순환로 2031, 1층 107호 (방서동, 청주 하트리움 리버파크)",충청북도 청주시 상당구 방서동 655 청주 하트리움 리버파크 ,,분식
일반음식점,굽네치킨 방서점,"충청북도 청주시 상당구 1순환로 1202-1, 유천빌딩 1층 (방서동)",충청북도 청주시 상당구 방서동 664 유천빌딩 ,,호프/통닭
일반음식점,한상가득족,"충청북도 청주시 상당구 동남로41번길 10, 2층 201호 (방서동)",충청북도 청주시 상당구 방서동 814 2층 201호,,식육(숯불구이)
일반음식점,동남칼국수,"충청북도 청주시 상당구 동남로 55, 1층 102호 (방서동)",충청북도 청주시 상당구 방서동 822 102호, 043- 283-1172,한식
일반음식점,무지개맥주 방서점,"충청북도 청주시 상당구 동남로 20, 112호 (방서동)",충청북도 청주시 상당구 방서동 826 ,,호프/통닭
일반음식점,느낌표!,"충청북도 청주시 상당구 동남로 20, 하은프라자2 4층 403호 (방서동)",충청북도 청주시 상당구 방서동 826 403호,,한식
일반음식점,시골길,"충청북도 청주시 상당구 상당로91번길 8-7 (북문로1가,(1층))",충청북도 청주시 상당구 북문로1가 102-1 (1층) ,043 -221 -0122,한식
일반음식점,래비쉬리베트남,"충청북도 청주시 상당구 상당로91번길 8-5, 1,2층 (북문로1가)","충청북도 청주시 상당구 북문로1가 102-2 1,2층 ",043 -222 -8449,호프/통닭
일반음식점,동대문엽기떡볶이청주북문로점,"충청북도 청주시 상당구 성안로 4-2 (북문로1가, 2층)",충청북도 청주시 상당구 북문로1가 111 2층 ,,한식
일반음식점,두끼,"충청북도 청주시 상당구 사직대로 372 (북문로1가, 2층)",충청북도 청주시 상당구 북문로1가 112 (2층) ,043 -292 -2835,식육(숯불구이)
일반음식점,요기,충청북도 청주시 상당구 사직대로 368-1 (북문로1가),충청북도 청주시 상당구 북문로1가 115 외 2필지(1층) ,,호프/통닭
일반음식점,졔졔,충청북도 청주시 상당구 상당로91번길 38-8 (북문로1가),충청북도 청주시 상당구 북문로1가 123-4 ,,중국식
일반음식점,그로우바이버튼,"충청북도 청주시 상당구 상당로91번길 38-4, 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 123-9 1층 ,,한식
일반음식점,상상공장,"충청북도 청주시 상당구 상당로91번길 26 (북문로1가,(지하1층))",충청북도 청주시 상당구 북문로1가 128-1 (지하1층) ,043 -224 -7370,경양식
일반음식점,비행접시버거,"충청북도 청주시 상당구 상당로91번길 31, 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 129-6 ,,경양식
일반음식점,로충칭마라탕,"충청북도 청주시 상당구 상당로91번길 29, 2층 (북문로1가)",충청북도 청주시 상당구 북문로1가 129-8 ,042 -672 -4977,한식
일반음식점,안면도전통손칼국수,충청북도 청주시 상당구 성안로 8-1 (북문로1가),충청북도 청주시 상당구 북문로1가 131 ,043 -253 -5010,분식
일반음식점,칭,"충청북도 청주시 상당구 상당로91번길 39-1 (북문로1가,302호(3층))",충청북도 청주시 상당구 북문로1가 133 302호(3층) ,,한식
일반음식점,바이브버거,"충청북도 청주시 상당구 상당로91번길 39-4, 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 135 ,,기타
일반음식점,신전떡볶이 성안길점,"충청북도 청주시 상당구 사직대로362번길 21, 2층 (북문로1가)",충청북도 청주시 상당구 북문로1가 142-3 2층 ,043 -222 -8585,분식
일반음식점,놀부부대찌개&철판구이(북문로점),충청북도 청주시 상당구 상당로81번길 44-1 (북문로1가),충청북도 청주시 상당구 북문로1가 154 , 043- 223-2354,경양식
일반음식점,유가네청주성안점,"충청북도 청주시 상당구 상당로81번길 44-5, 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 156-1 1층 ,043 - 259-5110,기타
일반음식점,쉐프뉴욕(Chef New York) 성안점,"충청북도 청주시 상당구 상당로81번길 44-7 (북문로1가, 2층)",충청북도 청주시 상당구 북문로1가 157 (2층) ,043 -221 -5354,경양식
일반음식점,서가앤쿡청주성안점,"충청북도 청주시 상당구 상당로81번길 36 (북문로1가, 3층)",충청북도 청주시 상당구 북문로1가 158-1 (3층) ,043 -223 -0220,한식
일반음식점,뚝방닭꼬치,"충청북도 청주시 상당구 상당로81번길 36, 나동 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 158-1 1층 나동 ,,기타
일반음식점,샤브스토리,"충청북도 청주시 상당구 성안로 10, 2층 (북문로1가)",충청북도 청주시 상당구 북문로1가 162-2 ,043 -223 -0920,한식
일반음식점,홈즈앤루팡,"충청북도 청주시 상당구 상당로81번길 26, 3층 (북문로1가)",충청북도 청주시 상당구 북문로1가 165 3층 ,,한식
일반음식점,주식회사마제스타지,"충청북도 청주시 상당구 상당로81번길 33, 3층 (북문로1가)",충청북도 청주시 상당구 북문로1가 170-1 3층 ,043 -229 -2503,한식
일반음식점,황남옥수수청주점,"충청북도 청주시 상당구 상당로81번길 33, 쥬네쓰 1층 1205(우측)호 (북문로1가)",충청북도 청주시 상당구 북문로1가 170-1 쥬네쓰 1205(호,,기타
일반음식점,참토스트청주성안점,"충청북도 청주시 상당구 상당로81번길 33, 쥬네쓰 1층 1206호 (북문로1가)",충청북도 청주시 상당구 북문로1가 170-1 쥬네쓰 1층 1206호,043 -221 -3618,분식
일반음식점,꼬알라파이(KKOALAPIE) 청주충북도청점,"충청북도 청주시 상당구 상당로81번길 5, 1~2층 (북문로1가)",충청북도 청주시 상당구 북문로1가 17-3 ,,기타
일반음식점,이자와청주성안길점,"충청북도 청주시 상당구 성안로 24, 2층 (북문로1가)",충청북도 청주시 상당구 북문로1가 174-2 2층 ,043 -221 -6066,일식
일반음식점,화이트 캐슬(WHITE CASTLE),"충청북도 청주시 상당구 성안로 26-1 (북문로1가, 4층)",충청북도 청주시 상당구 북문로1가 175-5 4층 ,043 -223 -3117,기타
일반음식점,닭갈비제작소성안점,"충청북도 청주시 상당구 성안로 26-1, 2층 (북문로1가)","충청북도 청주시 상당구 북문로1가 175-5 외 1필지, 2층 ",043 -259 -8889,식육(숯불구이)
일반음식점,성안길한식부페,"충청북도 청주시 상당구 성안로 26-1, 지하1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 175-5 지하1층 ,043 -221 -5522,한식
일반음식점,만두스토리,"충청북도 청주시 상당구 상당로81번길 1, 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 17-7 1층 ,043 -221 -9966,분식
일반음식점,본죽&비빔밥cafe(카페),"충청북도 청주시 상당구 상당로 77-4, 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 20-1 ,043 - 222-6288,한식
일반음식점,연이자카야,"충청북도 청주시 상당구 상당로81번길 9-5, 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 21-1 ,,일식
일반음식점,나인로드피제리아,"충청북도 청주시 상당구 상당로69번길 12-6, 2층 (북문로1가)",충청북도 청주시 상당구 북문로1가 25-1 2층 ,043 -223 -8118,경양식
일반음식점,라화쿵부,"충청북도 청주시 상당구 상당로69번길 12-6, 1층 (북문로1가)","충청북도 청주시 상당구 북문로1가 25-1 외 4필지, 1층 ",,중국식
일반음식점,미소야북문로점,"충청북도 청주시 상당구 상당로69번길 12-6, 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 25-1 외4필지(1층) ,043 -224 -1999,일식
일반음식점,두들리도넛 청주점,"충청북도 청주시 상당구 상당로69번길 10, 1층 (북문로1가)",충청북도 청주시 상당구 북문로1가 25-13 ,,기타
일반음식점,뽀뚜루까아저씨,,충청북도 청주시 상당구 북문로1가 25-17 , 043- 225-3355,경양식
